index,internal_well,psychological_wellbeing,psychological_health,geriatric_depression,mental_well,determinants_depression,depression_anxiety,residents_mental,individual_mental,mental_disorder,mental_restoration,psychophysiological_wellbeing,mental_health,health_crisis,well,human_health,mood_disturbance,health,psychological_well,mood,health_promotion,mental_functioning,mental_illness,social_health,impact_mental,person_mental,subjective_well,personal_well,neuropsychological,mental_wellbeing,depression,poor_mental,emotional_well,subjective_wellbeing,psychological_restoration,wellbeing,psychological_demands,mental,high_depression,hedonic_well,feel_healthy,illness,health_promoting,psychological,mental_hrqol,psychology,positive_mental,healthy
conventional_buildings,0.1650219857692718,0.1260292083024978,0.1836207509040832,0.2209021002054214,0.1953894644975662,0.1644944995641708,0.0892445817589759,0.0752673000097274,0.1719493418931961,0.1168761998414993,0.1163051798939704,0.1655558496713638,0.1829804331064224,0.1839671581983566,0.1702691465616226,0.1099226251244545,0.084526315331459,0.0848087072372436,0.1387261748313903,0.0901984795928001,0.0560581721365451,0.0758848264813423,0.0892394483089447,0.0805482119321823,0.1277174949645996,0.0640153884887695,0.1343717128038406,0.2396816462278366,0.0659910067915916,0.2443999797105789,0.1647289991378784,0.1087133809924125,0.0653979778289794,0.1637911647558212,0.1523707062005996,0.2207186967134475,0.2321109622716903,0.1293653547763824,0.1295155733823776,0.0943637862801551,0.0922596305608749,0.0726035982370376,0.0922285094857215,0.0603017471730709,0.0896062180399894,0.0693648383021354,0.1144429817795753,0.1158113107085228
building,0.1650219857692718,0.1260292083024978,0.0750235989689827,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.0892445817589759,0.0752673000097274,0.1719493418931961,0.1168761998414993,0.1163051798939704,,0.1829804331064224,0.1839671581983566,0.1412682682275772,,,,0.1387261748313903,0.0901984795928001,0.0560581721365451,0.0758848264813423,0.0892394483089447,0.0805482119321823,0.0745782479643821,0.0640153884887695,0.1343717128038406,0.2396816462278366,0.0659910067915916,0.2443999797105789,0.0790344178676605,,0.0653979778289794,0.1470589339733123,0.1523707062005996,0.2207186967134475,0.2321109622716903,0.1293653547763824,0.1295155733823776,0.0943637862801551,0.0922596305608749,,0.0547276735305786,,0.0896062180399894,0.0693648383021354,0.0948399603366851,
building_occupants,0.1650219857692718,0.1260292083024978,0.1522374898195266,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.1025391668081283,0.0769469439983367,0.2149461805820465,0.1435739696025848,0.172929048538208,,0.2094414085149765,0.1839671581983566,0.1702691465616226,0.1009034439921379,,0.1202875450253486,0.1387261748313903,0.0901984795928001,0.1199760735034942,0.2604767978191376,0.1100731864571571,0.0805482119321823,0.1402296870946884,0.1480207443237304,0.1343717128038406,0.2396816462278366,0.1524034887552261,0.2443999797105789,0.1647289991378784,0.0790859907865524,0.1345580518245697,0.1470589339733123,0.1864069253206253,0.2207186967134475,0.2321109622716903,0.1322990357875824,0.1581294387578964,0.1137584894895553,0.0922596305608749,0.0589403882622718,0.1796526163816452,0.098120093345642,0.0896062180399894,0.092516042292118,0.1488495469093322,
occupant,0.0728036165237426,,,,0.1932180821895599,0.1644944995641708,0.1025391668081283,0.0769469439983367,0.1195889487862587,0.1435739696025848,0.1021838262677192,,0.2094414085149765,0.10199785977602,0.1412682682275772,0.1009034439921379,,0.1202875450253486,0.1234315931797027,0.0808744356036186,0.1199760735034942,0.2604767978191376,0.1100731864571571,0.0805482119321823,0.0745782479643821,,0.1343717128038406,0.1475575417280197,0.1524034887552261,,0.0957633405923843,,0.1345580518245697,0.1093756854534149,0.1864069253206253,0.0695987343788147,,0.1322990357875824,0.0824089869856834,0.1137584894895553,0.0856858417391777,0.0589403882622718,0.0547276735305786,0.098120093345642,,0.092516042292118,0.0813004374504089,
building_design,0.1650219857692718,0.1260292083024978,0.1525596231222152,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.1665578782558441,0.150994136929512,0.1719493418931961,0.1168761998414993,0.1163051798939704,,0.1829804331064224,0.1839671581983566,0.1702691465616226,0.1147372722625732,0.0808083489537239,0.1320018768310547,0.3230908215045929,0.1766742318868637,0.0813257843255996,0.1306506693363189,0.0960963144898414,0.0805482119321823,0.1855417340993881,0.1435253918170929,0.1343717128038406,0.2396816462278366,0.1263173669576645,0.2443999797105789,0.1647289991378784,0.1395157724618911,0.0766222178936004,0.1470589339733123,0.1523707062005996,0.2207186967134475,0.2321109622716903,0.1293653547763824,0.1781537532806396,0.0943637862801551,0.0922596305608749,,0.2018013894557953,,0.0991323813796043,0.1145867779850959,0.1164571419358253,0.1117443814873695
facility,0.0803750157356262,0.1542038321495056,,,,,,,0.0625739246606826,,0.0557867959141731,,,0.2404790371656417,,,,,,,,,,,0.0513887405395507,,,,,0.2013798207044601,0.0544194094836711,,,0.0938043892383575,,0.1373660713434219,,0.1553545743227005,,,,,,0.0885027647018432,0.0627802535891532,,,
adaptation_urban,0.0728036165237426,0.0814960226416587,0.1124842911958694,0.0644106343388557,0.1932180821895599,0.1644944995641708,0.1035841703414917,0.1073945164680481,0.1195889487862587,0.1690067052841186,0.1779553294181823,0.0944185256958007,0.1773948967456817,0.2136438190937042,0.1412682682275772,,0.1197237223386764,0.1397182643413543,0.1862896829843521,0.0688852369785308,0.1472237408161163,0.1179340705275535,0.2554526329040527,0.0805482119321823,0.0745782479643821,,0.1343717128038406,0.1475575417280197,0.1524034887552261,0.0596641674637794,0.0957633405923843,0.1888475567102432,0.1345580518245697,0.1535152196884155,0.2103348225355148,0.2839325070381164,0.0640638023614883,0.1293653547763824,0.0544002316892147,,0.0892788395285606,0.0625224262475967,0.0547276735305786,0.1411915719509124,0.1446613222360611,0.1686567962169647,0.0813004374504089,0.132407546043396
urban_life,0.0728036165237426,0.0842714011669159,0.0632543340325355,,0.1932180821895599,0.1644944995641708,,0.1268357187509536,,0.0797060057520866,0.1021838262677192,0.1778853386640548,0.0882560312747955,0.10199785977602,0.1412682682275772,,0.1152445524930954,,0.0875887274742126,0.0525006055831909,0.1003623232245445,,0.1306335628032684,0.1430236995220184,0.0842377841472625,,0.1343717128038406,0.1627814322710037,,,0.0919993445277214,0.0951315760612487,,0.0544320717453956,0.1387507021427154,0.0695987343788147,,0.1293653547763824,0.1327491402626037,0.239686831831932,,0.2738803625106811,0.0547276735305786,0.0621061213314533,,0.280282974243164,0.0813004374504089,
urban_environment,0.1656496226787567,0.0995194762945175,0.0997672379016876,0.233266070485115,0.1932180821895599,0.1644944995641708,0.2221415191888809,0.0590427555143833,0.07858607172966,,0.1021838262677192,0.0536850467324256,0.130395621061325,0.10199785977602,0.1825092732906341,0.1886676847934723,0.1768213957548141,,0.1956812888383865,0.0997028276324272,0.2461036741733551,0.1222894638776779,0.1497043669223785,0.1726358532905578,0.0745782479643821,0.1803647428750991,0.1639443039894104,0.1475575417280197,0.1199835762381553,0.128261849284172,0.0722177922725677,0.0660371482372284,0.1733047813177108,0.0893442183732986,,0.1363238841295242,0.12703438103199,0.1293653547763824,,,0.1284351944923401,0.0705708935856819,0.0547276735305786,0.0795071944594383,0.0828137844800949,,0.2015935778617859,0.1011794209480285
urban_planning,0.1449576467275619,0.1535029858350753,,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.1025391668081283,0.0949151590466499,0.1195889487862587,0.1435739696025848,0.1981998085975647,,0.1829804331064224,0.1696033924818039,0.1553793400526046,0.1891249269247055,,0.1112313196063041,0.1387261748313903,,0.0550685301423072,0.1179340705275535,0.1100731864571571,0.0805482119321823,0.2017094194889068,0.0527431778609752,0.1343717128038406,0.2396816462278366,0.1524034887552261,,0.1404941529035568,0.0982850492000579,0.2185277193784713,0.1305534541606903,0.1523707062005996,0.2207186967134475,0.2304281741380691,0.1293653547763824,0.1295155733823776,0.0943637862801551,0.0896785333752632,0.1230824440717697,0.1731556355953216,0.1606874316930771,,0.092516042292118,0.0987018272280693,0.1177709326148033
city_center,0.2114650160074234,0.2122482508420944,0.1950072199106216,0.2141342908143997,0.0990684106945991,0.1688308864831924,0.0968833789229393,0.0794229656457901,,0.1991143971681594,0.2556394636631012,0.064279519021511,0.1463645994663238,0.1387157142162323,0.1121669933199882,0.058960236608982,,0.0907378569245338,,,0.0687833279371261,0.1417232751846313,0.0688835009932518,0.0622314922511577,0.1943558007478714,0.1142742931842804,0.0742797777056694,0.1011303886771202,0.0754096135497093,0.1512772589921951,0.1356265544891357,0.1335414946079254,,,,0.1919952630996704,,0.1310895681381225,0.0904637053608894,0.1513844281435012,0.151785522699356,0.074590653181076,0.0855137035250663,0.0623448900878429,,0.1052361875772476,,
dwell,,,0.1266354769468307,0.0750975310802459,0.148827850818634,,,0.0557903610169887,0.161264881491661,,,0.1523905992507934,0.1077361404895782,0.1048122197389602,0.2423041015863418,0.1643849611282348,0.1479168832302093,0.0590244866907596,0.0780482292175293,0.0732188299298286,,0.0581966154277324,0.1514825373888015,0.0912941917777061,,,0.1027720868587493,0.0807323455810546,0.0714174136519432,,0.1691712439060211,0.0781875327229499,0.0720184817910194,,,0.1504310965538025,,0.0961519032716751,,0.136183425784111,,,0.0582984015345573,0.1151766404509544,0.1091909408569336,,0.1768761724233627,
housing,0.0728036165237426,0.1260292083024978,,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.0882713869214057,0.0590427555143833,0.0808284953236579,,0.1163051798939704,,0.1829804331064224,0.10199785977602,0.1702691465616226,,,,0.1387261748313903,,,0.0758848264813423,0.0854134783148765,0.0805482119321823,0.1277174949645996,0.0527431778609752,0.1421079337596893,0.2396816462278366,0.0659910067915916,,0.1647289991378784,0.0790859907865524,0.1440002769231796,0.1305534541606903,0.152943268418312,0.2207186967134475,0.1290142834186554,0.1293653547763824,0.1295155733823776,0.0943637862801551,,,0.0944127142429351,0.1037574559450149,0.0758113041520118,,0.1144429817795753,
suburban,0.0795297548174858,,0.2037612944841385,0.1686215996742248,0.1932180821895599,0.1644944995641708,0.1186048239469528,0.0590427555143833,0.1027687862515449,,0.1047175303101539,,,0.10199785977602,0.1702691465616226,,0.0883422568440437,,0.1301493793725967,0.1327603459358215,,0.0692459419369697,0.0609394311904907,0.0805482119321823,0.1537505537271499,0.1333899796009063,0.1498534977436065,0.1475575417280197,0.0782319754362106,0.0811022967100143,0.1647289991378784,0.139845386147499,0.1023835986852645,0.0981250181794166,0.0961681753396987,0.1008105352520942,0.1290142834186554,0.1293653547763824,0.0825557708740234,0.0530245974659919,,0.1249296590685844,0.1547834128141403,0.0667171105742454,0.0758113041520118,,0.1834612488746643,0.1414351165294647
neighborhood,,0.1109630316495895,,0.0806305408477783,,,,0.0857571884989738,0.2242670655250549,0.1196172013878822,,0.097073033452034,0.1776650249958038,,0.109784610569477,0.0594674721360206,0.1024425849318504,0.1840698570013046,,0.0903818234801292,0.1561567485332489,0.1875543147325515,0.1290977895259857,0.1531573086977005,,,0.0911849811673164,,0.0591097734868526,0.0630287155508995,0.0867941081523895,0.1864561587572097,0.0586084388196468,,,0.1072290912270546,0.0798377990722656,0.1249350756406784,0.148676261305809,0.1761628687381744,0.2296458780765533,,,,0.1041937172412872,0.1245130598545074,0.057448323816061,0.1985452771186828
apartment,0.1455970108509063,0.1281017661094665,,,0.1178164705634117,0.06600983440876,0.1025391668081283,0.1255391389131546,0.1195889487862587,0.1435739696025848,0.0580448471009731,0.1244321018457412,0.2244578450918197,0.0709168463945388,0.0561858788132667,,0.1768213957548141,0.0899700820446014,0.1234315931797027,0.0997028276324272,0.2461036741733551,0.1202634572982788,0.2026816606521606,0.1044141203165054,,0.0524684339761734,,0.0510914996266365,0.1524034887552261,0.128261849284172,0.1113042086362838,0.0914927348494529,0.1733047813177108,0.2112021446228027,0.0753229707479476,0.2637573778629303,0.12703438103199,0.1196407079696655,0.1094127669930458,0.1062613204121589,0.0856858417391777,0.0589403882622718,,0.098120093345642,0.1534729152917862,0.092516042292118,0.2015935778617859,0.064706340432167
distance_city,0.0828083753585815,0.1313878893852234,0.2251030504703521,0.2141342908143997,0.1803420633077621,0.1020933240652084,0.0968833789229393,0.0794229656457901,0.0617001354694366,0.1991143971681594,0.2556394636631012,,0.1463645994663238,0.0739605352282524,0.1702691465616226,0.0530720651149749,0.079258807003498,0.0731975138187408,0.1026854887604713,,,0.0593469925224781,0.158561423420906,0.1368681490421295,0.1277174949645996,0.1257317215204239,0.1582530289888382,0.1301982402801513,,0.1520364582538604,0.1647289991378784,0.0790859907865524,0.1091252565383911,0.0551486834883689,0.0854525938630104,0.1773617267608642,0.1290142834186554,,0.0891091898083686,,0.1736277192831039,0.1091085523366928,0.2361541539430618,0.205113410949707,0.1291934698820114,,0.1144429817795753,
citywide,0.1325819045305252,0.1313878893852234,0.1542306989431381,0.2141342908143997,0.0671650245785713,0.0791436210274696,0.0982894897460937,0.0794229656457901,,0.1991143971681594,0.2556394636631012,,0.1463645994663238,,,0.123350977897644,,0.0731975138187408,0.0656289681792259,,,,,0.0622314922511577,,0.1151961833238601,0.2037641406059265,0.061577308923006,,0.1630891263484954,0.0800574049353599,,0.1286524087190628,0.1458093374967575,0.1586267650127411,0.0799540057778358,0.1407364308834076,0.110872596502304,0.0766935870051384,,0.1674395203590393,0.1559683680534362,0.149461880326271,0.0733663067221641,,,,
urban_walking,0.0728036165237426,0.2750983238220215,0.0617673024535179,0.2209021002054214,0.1932180821895599,0.1644944995641708,,0.0590427555143833,,,0.1163051798939704,0.0978929176926612,0.1866694539785385,0.10199785977602,0.1412682682275772,,0.108114555478096,0.0638578385114669,0.2722863554954529,0.1263552010059356,0.1862107366323471,0.0758848264813423,0.0609394311904907,0.0956465080380439,0.0745782479643821,0.1062532067298889,0.1343717128038406,0.2396816462278366,0.0894219055771827,0.1848884224891662,0.0722177922725677,,0.051854733377695,0.1305534541606903,0.1523707062005996,0.2207186967134475,0.0770295858383178,0.1293653547763824,0.1295155733823776,0.2721660733222961,,0.0722951367497444,0.0547276735305786,0.1391687542200088,0.0919076278805732,,0.0813004374504089,
suburbanization,0.0795297548174858,,0.2037612944841385,0.1686215996742248,0.1932180821895599,0.1644944995641708,0.1186048239469528,0.0590427555143833,0.1027687862515449,0.1613883078098297,0.1047175303101539,0.1035573557019233,,0.10199785977602,0.1702691465616226,0.2237675189971923,0.1019390299916267,0.0828016698360443,0.1562610268592834,0.1327603459358215,0.1134342402219772,0.125363677740097,0.1481223255395889,0.0805482119321823,0.1589067280292511,0.1333899796009063,0.1498534977436065,0.1475575417280197,0.0782319754362106,0.0811022967100143,0.1647289991378784,0.139845386147499,0.1023835986852645,0.1174552291631698,0.1182650178670883,0.1008105352520942,0.2284256666898727,0.1293653547763824,0.1714809983968734,0.0530245974659919,,0.1249296590685844,0.1547834128141403,0.0867596417665481,0.0758113041520118,0.0730348080396652,0.1834612488746643,0.1414351165294647
city_centre,0.1260553896427154,0.1313878893852234,0.1542306989431381,0.2141342908143997,,0.0791436210274696,0.0968833789229393,0.0794229656457901,,0.1991143971681594,0.2556394636631012,,0.1463645994663238,0.0657431855797767,,0.0520727112889289,,0.1237704083323478,0.079643614590168,0.0638234093785286,0.1126043945550918,,,0.0622314922511577,,0.0588710717856884,,,,0.0957053005695343,0.0521289147436618,0.1053720936179161,,,,0.0881981179118156,0.2305904179811477,,0.1091609150171279,0.071277730166912,0.2401756346225738,0.074590653181076,0.1287380009889602,0.1075785830616951,0.1596484780311584,,,
suburbanization_process,0.0795297548174858,,0.2037612944841385,0.1686215996742248,0.1932180821895599,0.1644944995641708,0.1457061618566513,0.1059352457523346,0.1201820075511932,0.1613883078098297,0.1047175303101539,0.1035573557019233,0.130395621061325,0.10199785977602,0.1825092732906341,0.2237675189971923,0.2709801793098449,0.0828016698360443,0.1562610268592834,0.1327603459358215,0.1134342402219772,0.125363677740097,0.1481223255395889,0.0805482119321823,0.1589067280292511,0.2181708514690399,0.1639443039894104,0.1475575417280197,0.1524034887552261,0.0811022967100143,0.1647289991378784,0.139845386147499,0.1345580518245697,0.1174552291631698,0.1182650178670883,0.1049012467265129,0.2284256666898727,0.1293653547763824,0.2440108209848404,0.1451743245124817,0.1284351944923401,0.1249296590685844,0.1547834128141403,0.098120093345642,0.0938389971852302,0.092516042292118,0.1834612488746643,0.1881405264139175
exurban_development,0.0728036165237426,0.0642299130558967,0.1834048181772232,0.1822739392518997,0.2112057954072952,0.1644944995641708,0.1025391668081283,0.0769469439983367,0.1195889487862587,0.1435739696025848,0.1021838262677192,0.1074180901050567,0.0583974830806255,0.10199785977602,0.1412682682275772,,0.1768213957548141,0.1524126678705215,0.1234315931797027,0.204904019832611,0.2461036741733551,0.1179340705275535,0.1497043669223785,0.1044141203165054,0.0745782479643821,,0.1343717128038406,0.1475575417280197,0.1524034887552261,0.128261849284172,0.1190394312143325,0.0776829794049263,0.2789218723773956,0.1093756854534149,,0.1363238841295242,0.152821809053421,0.1293653547763824,0.2027812302112579,0.1671590059995651,0.0927677378058433,0.1090673729777336,0.0581156462430954,0.1293867528438568,0.0696936547756195,0.092516042292118,0.2015935778617859,0.1173782274127006
urbanization,0.0728036165237426,,,,0.1932180821895599,0.1644944995641708,,0.0590427555143833,,0.1613883078098297,0.1021838262677192,0.1035573557019233,,0.10199785977602,0.1412682682275772,0.2237675189971923,,0.0828016698360443,0.0633263513445854,,0.1134342402219772,0.125363677740097,0.1481223255395889,0.0805482119321823,0.1589067280292511,0.1058464348316192,0.1343717128038406,0.1475575417280197,,,0.0722177922725677,0.0792435705661773,0.0679615959525108,0.0544320717453956,0.1182650178670883,0.0695987343788147,,0.1293653547763824,0.1714809983968734,,,,0.0547276735305786,,0.0713179782032966,0.0730348080396652,0.0813004374504089,
old_city,0.10926004499197,0.1313878893852234,0.1542306989431381,0.2141342908143997,0.1816798150539398,0.0791436210274696,0.0968833789229393,0.0794229656457901,,0.1991143971681594,0.2556394636631012,0.0824590399861335,0.1463645994663238,0.0528331063687801,0.155341625213623,0.282086044549942,,0.0731975138187408,,,,,,0.0622314922511577,0.2317495197057724,,0.149726390838623,0.2360448688268661,0.1394341140985489,0.0957053005695343,0.0748727396130561,0.1696246564388275,0.0876740887761116,,0.1333546191453933,0.0857276320457458,0.0725985988974571,0.1260219663381576,0.0766935870051384,,,0.074590653181076,0.0909198373556137,,0.120569109916687,0.1453156471252441,,
new_city,0.1019889861345291,0.1313878893852234,0.1542306989431381,0.2141342908143997,,0.2259534895420074,0.2076375484466552,0.1585022956132888,,0.1991143971681594,0.2556394636631012,,0.1463645994663238,,,,,0.0731975138187408,,0.1010551452636718,,0.0791967064142227,0.124889999628067,0.0622314922511577,0.0626227259635925,0.1354715228080749,,0.1003564000129699,,0.2051722109317779,,,,,,0.1353619992733001,,0.1883116960525512,0.0766935870051384,0.0510243810713291,0.1292428821325302,0.074590653181076,0.0855137035250663,,0.0767614394426345,0.10336934030056,,
urban_regeneration,0.198013037443161,0.1946895569562912,0.1017860621213913,0.1096125319600105,0.1932180821895599,0.1644944995641708,,0.1230763494968414,0.1854053288698196,0.0853054597973823,0.1021838262677192,0.1494589298963546,,0.1135992184281349,0.1412682682275772,0.0790000855922699,0.0559297576546669,0.0864705070853233,0.2116391211748123,0.0814193338155746,0.0847174301743507,0.0853569358587265,0.0609394311904907,0.219926655292511,0.1485696882009506,0.1754598468542099,0.1905639022588729,0.1475575417280197,0.1556903719902038,0.1402330547571182,0.143409714102745,0.0819379761815071,,0.0741414204239845,0.1298388391733169,0.0695987343788147,,0.1375245600938797,0.1869452744722366,0.0770935416221618,0.1598344892263412,0.1525216698646545,0.2630653083324432,0.1959341317415237,0.0911246836185455,0.1258197724819183,0.1002551466226577,0.0733031630516052
urban_sites,0.0729386433959007,0.0672151744365692,,0.1398054510354995,0.1932180821895599,0.1644944995641708,0.0882792770862579,0.0590427555143833,,,0.1021838262677192,0.2176267057657241,0.2698338031768799,0.10199785977602,0.1906871795654297,0.1449725776910781,0.1976638883352279,0.0793411508202552,0.1210281252861023,0.1272927969694137,0.1464711874723434,0.2259778529405594,0.1564563512802124,0.0805482119321823,0.1277174949645996,,0.1343717128038406,0.1475575417280197,0.0916531533002853,0.0723650157451629,0.1647289991378784,0.0831786766648292,0.0582886710762977,0.0551486834883689,0.0812767595052719,0.1267264783382415,0.1290142834186554,0.1293653547763824,0.1355716437101364,0.1448396146297454,0.3227429389953613,0.1765629947185516,0.0922285094857215,0.2159036993980407,0.076920211315155,,0.1144429817795753,
urbanism,0.0728036165237426,,0.0689127445220947,0.1064292713999748,0.1932180821895599,0.1644944995641708,0.1629635989665985,0.0932701677083969,0.1977569609880447,,0.105850264430046,0.1578924655914306,,0.10199785977602,0.1702691465616226,,,,0.1273624897003173,0.0606685355305671,0.1026984825730323,0.0875409767031669,0.0609394311904907,0.0805482119321823,0.1277174949645996,,0.1343717128038406,0.1475575417280197,,,0.1647289991378784,0.0790859907865524,,0.0601087994873523,0.0603679865598678,0.091625802218914,0.1290142834186554,0.1293653547763824,,,,0.0856595113873481,0.0922285094857215,0.0545343607664108,0.0758113041520118,,0.1144429817795753,
urban_area,0.1420104652643203,0.0735155418515205,0.2274942249059677,0.0641574189066886,0.1932180821895599,0.1644944995641708,,0.1710592359304428,0.0946413278579711,0.174278512597084,0.1179532557725906,,,0.10199785977602,0.1412682682275772,,0.0727462992072105,0.0501605346798896,0.0633263513445854,,0.1064759716391563,0.1159567087888717,0.1694767326116562,0.0805482119321823,0.0745782479643821,,0.1343717128038406,0.1475575417280197,0.0768016278743743,0.0598586574196815,0.0722177922725677,,0.1384238600730896,0.1769765019416809,0.1188678815960884,0.0985916256904602,0.0744316652417182,0.1293653547763824,0.1897519379854202,0.1173531413078308,,,0.0547276735305786,0.1090982556343078,0.115555539727211,0.1105598360300064,0.0813004374504089,
urban_planners,0.1449576467275619,,,0.070422776043415,0.1932180821895599,0.1644944995641708,0.164210557937622,0.0769469439983367,0.1195889487862587,0.1435739696025848,0.1981998085975647,0.0842515379190445,,0.10199785977602,0.1702691465616226,,0.1139282956719398,,0.1234315931797027,,0.1081332489848136,0.1179340705275535,0.1100731864571571,0.0805482119321823,0.2017094194889068,0.0802932754158973,0.1343717128038406,0.1475575417280197,0.1524034887552261,,0.1647289991378784,0.0790859907865524,0.1345580518245697,0.1093756854534149,,0.091625802218914,0.1290142834186554,0.1293653547763824,,,0.1534704267978668,0.1185380816459655,0.3532705008983612,0.0984908267855644,0.0758113041520118,0.092516042292118,0.1144429817795753,0.0727950036525726
new_building,0.1650219857692718,0.1260292083024978,0.0750235989689827,0.2209021002054214,0.1932180821895599,0.1644944995641708,0.0892445817589759,0.0752673000097274,0.1719493418931961,0.1168761998414993,0.1163051798939704,,0.1876489520072937,0.1839671581983566,0.1412682682275772,,,0.0764965116977691,0.2389780580997467,0.146479070186615,0.0560581721365451,0.0791967064142227,0.0892394483089447,0.0805482119321823,0.0745782479643821,0.1354715228080749,0.1343717128038406,0.2396816462278366,0.0659910067915916,0.2443999797105789,0.0790344178676605,0.1108277291059494,0.0653979778289794,0.1470589339733123,0.1523707062005996,0.2207186967134475,0.2321109622716903,0.1293653547763824,0.1295155733823776,0.1057689487934112,0.0922596305608749,,0.0547276735305786,,0.0896062180399894,0.10336934030056,0.0948399603366851,
urban_green,0.1309002190828323,,0.1483282893896103,0.110310360789299,0.1932180821895599,0.1644944995641708,,0.123885877430439,,,0.1021838262677192,,0.1844510585069656,0.10199785977602,0.1412682682275772,,,,0.0633263513445854,,,,0.0609394311904907,0.0805482119321823,0.1014762222766876,0.1816436201333999,0.1343717128038406,0.1475575417280197,,0.237972617149353,0.1278247982263565,0.1095957085490226,,0.0544320717453956,,0.0797621011734008,0.2518805563449859,0.1293653547763824,,,,0.1700323969125747,0.1768473237752914,,0.0643670633435249,,0.0859423652291297,
urban_environments,0.1656496226787567,0.0995194762945175,0.0997672379016876,0.233266070485115,0.1932180821895599,0.1644944995641708,0.2221415191888809,0.1021591126918792,0.07858607172966,,0.1021838262677192,0.165880873799324,0.130395621061325,0.10199785977602,0.1825092732906341,0.1886676847934723,0.1768213957548141,,0.1956812888383865,0.0997028276324272,0.2461036741733551,0.1222894638776779,0.1497043669223785,0.1726358532905578,0.1277174949645996,0.1803647428750991,0.1639443039894104,0.1475575417280197,0.1199835762381553,0.128261849284172,0.1647289991378784,0.0790859907865524,0.1733047813177108,0.0893442183732986,,0.1363238841295242,0.1290142834186554,0.1293653547763824,0.0917735919356346,0.1097127273678779,0.1284351944923401,0.124207429587841,0.1822335124015808,0.281301736831665,0.1562620252370834,,0.2015935778617859,0.1011794209480285
designer,0.2137426733970642,,0.1525596231222152,0.0633681491017341,0.179550215601921,0.0986553281545639,0.1665578782558441,0.150994136929512,,0.1113477349281311,0.0964007303118705,,,0.0739605352282524,0.1702691465616226,0.1147372722625732,,0.1320018768310547,0.3230908215045929,0.1766742318868637,0.0813257843255996,0.1306506693363189,0.0960963144898414,0.0916495844721794,0.1855417340993881,0.1435253918170929,0.1017264649271965,0.1301982402801513,,0.1241139471530914,0.1647289991378784,0.1603928059339523,,0.0551486834883689,0.1591357141733169,0.091625802218914,0.1290142834186554,,0.1781537532806396,0.1739891320466995,0.1527144461870193,,0.0922285094857215,,0.1017078831791877,0.1145867779850959,0.1144429817795753,0.1848757416009903
